id|accountid|type|ownerid|deal_license_activation_start_date__c|deal_license_activation_end_date__c|closedate|createddate|opportunity_stage_status__c|leadsource_category__c|deal_total_non_recurring__c|deal_total_recurring__c|currencyisocode|LeadSource|Deal_use_case__c|name
00609000002IvPRAA0|00109000005fu9JAAQ|Renew|00509000000V8g2AAC|2020-09-01|2021-08-31|2019-09-01|2020-08-26|Won|Marketing|0.0|6426.29|EUR|Marketing before 2021| |Vision-oriented value-added process improvement
00609000002IugvAAC|00109000005ftzjAAA|Renew|00509000000V8dwAAC|2020-10-20|2021-10-19|2020-11-20|2020-11-05|Won|Marketing|0.0|24226.6|EUR|Marketing before 2021| |Automated transitional support
00609000002IusnAAC|00109000005fxcwAAA|New Business|00509000000V8euAAC|2020-10-01|2021-09-30|2020-09-30|2020-07-23|Won|Marketing|0.0|9882.85|EUR|Marketing before 2021|Embedded Analytics for Software Companies|Re-contextualized encompassing moderator
00609000002Iuw3AAC|00109000005fykEAAQ|New Business|00509000000V8euAAC|2020-10-12|2021-10-11|2020-09-30|2020-09-17|Won|Sales Generated|0.0|8069.58|EUR|Sales Generated Lead - by AE/AM|Embedded Analytics for Software Companies|Assimilated national alliance
00609000002IuZ9AAK|00109000005ft8DAAQ|Renew|00509000000V8eQAAS|2020-11-14|2021-11-13|2019-11-25|2020-08-10|Won|Sales Generated|0.0|63140.84|EUR|Sales Generated Lead - by AE/AM| |Vision-oriented heuristic success
00609000002IvNNAA0|00109000005ftj3AAA|Upsell|00509000000V8eQAAS|2020-11-02|2021-02-01|2020-11-02|2020-11-03|Won|Marketing|0.0|0.0|EUR| | |Expanded upward-trending solution
00609000002IupPAAS|00109000005fvB2AAI|Upsell|00509000000V8f4AAC|2020-11-01|2021-10-31|2020-10-22|2020-01-18|Won|Sales Generated|0.0|26300.59|EUR|Sales Generated Lead - by AE/AM| |Universal dynamic database
00609000002IuvhAAC|00109000005fydAAAQ|New Business|00509000000V8fEAAS|2020-11-30|2021-11-29|2020-11-27|2020-10-29|Won|Marketing|0.0|71265.69|EUR|Marketing before 2021|Embedded Analytics for Software Companies|Multi-channeled hybrid array
00609000002IvOkAAK|00109000005fu67AAA|New Business|00509000000V8gHAAS|2020-11-01|2021-10-31|2019-09-24|2020-11-09|Won|Marketing|0.0|96761.59|EUR|Marketing before 2021| |Secured 24/7 standardization
00609000002IuTkAAK|00109000005fsnpAAA|Renew|00509000000V8eLAAS|2020-11-07|2021-11-06|2020-09-11|2019-12-17|Won|Sales Generated|0.0|34351.77|EUR|Sales Generated Lead - by AE/AM| |Re-engineered static collaboration
00609000002IuL7AAK|00109000005fsHCAAY|Renew|00509000000V8fsAAC|2020-12-04|2021-12-03|2019-12-09|2020-12-21|Lost|Marketing|0.0|33042.97|EUR|Marketing before 2021| |Organic maximized portal
00609000002IuTsAAK|00109000005fsnpAAA|Renew|00509000000V8eLAAS|2021-01-01|2021-12-31|2019-12-20|2020-12-10|Won|Marketing|0.0|23151.1|EUR|Marketing before 2021| |Configurable reciprocal help-desk
00609000002IuFEAA0|00109000005frzjAAA|Renew|00509000000V8euAAC|2021-01-01|2021-12-31|2019-12-03|2020-12-11|Won|Sales Generated|0.0|138961.51|EUR|Sales Generated Lead - by AE/AM|Embedded Analytics for Software Companies|Ergonomic scalable data-warehouse
00609000002IuTrAAK|00109000005fsnpAAA|Renew|00509000000V8eLAAS|2021-01-01|2021-12-31|2019-12-20|2020-12-10|Won|Sales Generated|0.0|34666.979999999996|EUR|Sales Generated Lead - by AE/AM| |Horizontal 24/7 capacity
00609000002IvDPAA0|00109000005fsktAAA|Renew|00509000000V8eGAAS|2021-01-01|2021-12-31|2020-08-01|2020-12-10|Won|Marketing|0.0|701736.3300000001|EUR|Marketing before 2021| |Fully-configurable empowering intranet
00609000002IuEYAA0|00109000005frxtAAA|Renew|00509000000V8dmAAC|2021-03-01|2022-02-28|2021-03-23|2020-12-28|Won|Marketing|0.0|45041.84|EUR|Marketing before 2021| |Networked didactic pricing structure
00609000002IurJAAS|00109000005fwTeAAI|Renew|00509000000WaP5AAK|2021-04-01|2022-03-31|2020-09-22|2020-10-07|Won|Marketing|0.0|29924.84|EUR|Others Marketing| |Right-sized contextually-based middleware
00609000002IuZAAA0|00109000005ft8DAAQ|Renew|00509000003zITvAAM|2021-11-14|2022-09-13|2019-11-25|2020-08-10|Open|Sales Generated|0.0|65354.25|EUR|Sales Generated Lead - by AE/AM| |Open-architected web-enabled product
00609000002IuDaAAK|00109000005frwWAAQ|New Business|00509000000V8h0AAC| | |2018-03-12|2020-04-22|Won|Marketing|1136.21|0.0|EUR| | |Digitized radical leverage
00609000002Iv6vAAC|00109000005fsFrAAI|New Business|00509000000V8fJAAS| | |2016-12-11|2020-10-09|Won|Marketing|13794.82|0.0|EUR| | |Front-line non-volatile challenge
00609000002IuZ2AAK|00109000005ft8DAAQ|New Business|00509000000V8fJAAS| | |2017-06-01|2017-12-12|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Ergonomic bifurcated core
00609000002Iv6XAAS|00109000005fsFoAAI|New Business|00509000000V8fJAAS| | |2017-06-01|2017-11-03|Won|Sales Generated|37404.270000000004|0.0|EUR|Sales Generated Lead - by AE/AM| |Ergonomic executive moratorium
00609000002IuphAAC|00109000005fvDMAAY|New Business|00509000000V8fJAAS| | |2017-09-27|2017-10-24|Won|Marketing|69834.0|0.0|EUR|Marketing before 2021| |Universal systematic monitoring
00609000002IuSaAAK|00109000005fskoAAA|New Business|00509000000WaKUAA0| | |2017-12-07|2017-11-03|Won|Marketing|6227.73|0.0|EUR| | |Team-oriented reciprocal complexity
00609000002IufQAAS|00109000005ftr5AAA|New Business|00509000000V8fTAAS| | |2018-04-30|2017-09-20|Won|Partner Sourced|27293.03|0.0|EUR|Partner Sourced - Alliances| |Quality-focused scalable secured line
00609000002IuDnAAK|00109000005frwZAAQ|New Business|00509000000V8fdAAC| | |2019-08-25|2019-01-31|Won|Marketing|29102.3|0.0|EUR|Marketing before 2021| |Enhanced directional knowledgebase
00609000002IuchAAC|00109000005ftThAAI|New Business|00509000000V8dwAAC| | |2019-11-01|2019-11-22|Won|Marketing|1895.87|0.0|EUR| | |Operative solution-oriented Graphical User Interface
00609000002Iv10AAC|00109000005frv6AAA|New Business|00509000000V8gRAAS| | |2018-07-17|2018-03-30|Won|Marketing|26592.03|0.0|EUR| | |Optimized coherent product
00609000002IuFSAA0|00109000005fs0HAAQ|New Business|00509000000Wm9iAAC| | |2016-02-18|2016-02-18|Won|Marketing|7053.25|0.0|EUR| | |Reduced encompassing infrastructure
00609000002IuLRAA0|00109000005fsIwAAI|New Business|00509000000Wm9iAAC| | |2017-11-01|2017-04-14|Won|Marketing|57098.94|0.0|EUR|Marketing before 2021| |Progressive zero-defect help-desk
00609000002IuCUAA0|00109000005frtwAAA|New Business|00509000000V8fTAAS| | |2018-02-12|2018-02-07|Won|Marketing|0.0|0.0|EUR| | |Advanced 24/7 attitude
00609000002IuF5AAK|00109000005frzjAAA|New Business|00509000000V8dTAAS| | |2018-09-10|2018-07-23|Won|Marketing|9854.73|0.0|EUR| | |Visionary 24hour system engine
00609000002IunrAAC|00109000005fuscAAA|New Business|00509000000V8fxAAC| | |2019-01-22|2018-05-18|Won|Marketing|0.0|0.0|EUR| | |Re-engineered client-server access
00609000002Iv22AAC|00109000005frvfAAA|Cross sell|00509000000V8fTAAS| | |2019-02-26|2019-02-05|Won|Sales Generated|32552.95|0.0|EUR|Sales Generated Lead - by AE/AM| |Realigned multi-tasking throughput
00609000002IuEPAA0|00109000005frxtAAA|New Business|00509000000V8fdAAC| | |2018-12-21|2018-11-15|Won|Marketing|29911.78|0.0|EUR|Marketing before 2021| |Synergistic background artificial intelligence
00609000002IvF9AAK|00109000005fspBAAQ|New Business|00509000000V8dIAAS| | |2020-06-02|2020-07-06|Won|Partner Sourced|12045.91|0.0|EUR|Partner Sourced - Alliances| |Programmable coherent Local Area Network
00609000002Iv42AAC|00109000005fs6rAAA|New Business|00509000000WaMHAA0| | |2016-11-02|2016-05-25|Won|Marketing|29153.2|0.0|EUR| | |Future-proofed mobile firmware
00609000002IvBdAAK|00109000005fsdNAAQ|New Business|00509000000V8h0AAC| | |2016-11-24|2016-11-25|Won|Sales Generated|247.26|0.0|EUR|Sales Generated Lead - by AE/AM| |Fundamental reciprocal definition
00609000002IvFSAA0|00109000005fspiAAA|New Business|00509000000WaMHAA0| | |2017-07-17|2017-07-17|Won|Marketing|0.0|0.0|EUR| | |Self-enabling responsive matrices
00609000002Iv7tAAC|00109000005fsIRAAY|New Business|00509000000V8h0AAC| | |2018-01-18|2017-06-07|Won|Marketing|0.0|0.0|EUR| | |Implemented systematic secured line
00609000002IuI9AAK|00109000005fsBmAAI|New Business|00509000000V64gAAC| | |2019-03-20|2019-03-20|Won|Marketing|30767.95|0.0|EUR| | |Expanded multi-tasking orchestration
00609000002IuqwAAC|00109000005fwFJAAY|New Business|00509000000V8g7AAC| | |2018-03-14|2018-03-14|Won|Marketing|0.0|0.0|EUR| | |Centralized 6thgeneration model
00609000002IvHKAA0|00109000005ft3oAAA|New Business|00509000000WaKUAA0| | |2018-08-13|2018-06-26|Won|Marketing|3200.19|0.0|EUR| | |Reactive user-facing groupware
00609000002Iv12AAC|00109000005frv6AAA|New Business|00509000000V8gRAAS| | |2018-09-25|2018-09-20|Won|Marketing|10736.21|0.0|EUR| | |Synergistic zero administration utilization
00609000002IufAAAS|00109000005ftqcAAA|New Business|00509000000V8fsAAC| | |2019-11-18|2019-11-07|Won|Sales Generated|48164.880000000005|0.0|EUR|Sales Generated Lead - by AE/AM| |User-centric web-enabled paradigm
00609000002Iv5sAAC|00109000005fsCsAAI|New Business|00509000000V8fJAAS| | |2016-01-06|2020-10-09|Won|Marketing|38872.64|0.0|EUR| | |Ameliorated background orchestration
00609000002IvNxAAK|00109000005ftk2AAA|New Business|00509000000V8h0AAC| | |2018-02-23|2017-12-18|Won|Marketing|3329.3900000000003|0.0|EUR| | |Synchronized composite hierarchy
00609000002IuT1AAK|00109000005fskrAAA|New Business|00509000000V8fsAAC| | |2019-07-04|2019-06-14|Won|Marketing|47486.009999999995|0.0|EUR|Marketing before 2021| |Operative uniform Graphical User Interface
00609000002IvIyAAK|00109000005ftAfAAI|New Business|00509000000V8gMAAS| | |2018-10-18|2018-09-19|Won|Sales Generated|24552.39|0.0|EUR|Sales Generated Lead - by AE/AM| |Customer-focused dedicated neural-net
00609000002IvNiAAK|00109000005ftjRAAQ|New Business|00509000000V8fJAAS| | |2019-02-19|2019-02-18|Won|Marketing|24638.29|0.0|EUR|Marketing before 2021| |Reactive bandwidth-monitored middleware
00609000002IvSAAA0|00109000005fvDMAAY|New Business|00509000000V8fEAAS| | |2019-06-03|2019-05-22|Won|Marketing|17950.989999999998|0.0|EUR|Marketing before 2021| |Optimized modular system engine
00609000002IuemAAC|00109000005ftqcAAA|New Business|00509000000V8fJAAS| | |2016-12-19|2020-10-09|Won|Sales Generated|50513.240000000005|0.0|EUR|Sales Generated Lead - by AE/AM| |User-centric actuating model
00609000002IuD1AAK|00109000005frufAAA|New Business|00509000000V8gMAAS| | |2017-07-10|2017-07-20|Won|Marketing|19742.53|0.0|EUR| | |Expanded interactive toolset
00609000002IuXhAAK|00109000005fsz6AAA|New Business|00509000000WaMHAA0| | |2017-10-06|2017-09-27|Won|Marketing|8132.79|0.0|EUR|Marketing before 2021| |Implemented non-volatile info-mediaries
00609000002IuMWAA0|00109000005fsKQAAY|New Business|00509000000WaMpAAK| | |2017-06-02|2017-06-02|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Integrated 24hour installation
00609000002IuXDAA0|00109000005fsymAAA|New Business|00509000000V8euAAC| | |2020-07-16|2020-07-01|Won|Sales Generated|21660.9|0.0|EUR|Sales Generated Lead - by AE/AM|Embedded Analytics for Software Companies|Pre-emptive 24hour Internet solution
00609000002IuKhAAK|00109000005fsHCAAY|New Business|00509000000Wm9iAAC| | |2017-02-08|2017-02-08|Won|Marketing|10013.25|0.0|EUR|Marketing before 2021| |Upgradable clear-thinking flexibility
00609000002Iv6wAAC|00109000005fsFrAAI|New Business|00509000000V8fJAAS| | |2017-01-16|2020-10-09|Won|Marketing|17853.56|0.0|EUR| | |Phased logistical collaboration
00609000002Iv6cAAC|00109000005fsFoAAI|New Business|00509000000V8fJAAS| | |2017-01-18|2020-10-09|Won|Marketing|30048.5|0.0|EUR| | |Cloned 3rdgeneration capacity
00609000002Iv8wAAC|00109000005fsKvAAI|New Business|00509000000V8f9AAC| | |2016-03-10|2016-03-10|Won|Marketing|0.0|0.0|EUR| | |User-friendly uniform architecture
00609000002IuROAA0|00109000005fshdAAA|New Business|00509000000V8dTAAS| | |2018-09-12|2017-11-07|Won|Sales Generated|18594.53|0.0|EUR|Sales Generated Lead - by AE/AM| |Operative composite encoding
00609000002Iup6AAC|00109000005fv6aAAA|New Business|00509000000V8ezAAC| | |2020-04-03|2020-04-09|Won|Marketing|7355.33|0.0|EUR|Marketing before 2021|Embedded Analytics for Software Companies|Operative multi-tasking open architecture
00609000002IuIxAAK|00109000005fsCHAAY|New Business|00509000000V8h0AAC| | |2016-12-31|2016-08-26|Won|Marketing|81007.08|0.0|EUR| | |Cross-platform 6thgeneration software
00609000002IuNmAAK|00109000005fsR4AAI|New Business|00509000000V8gMAAS| | |2017-11-02|2017-09-07|Won|Sales Generated|30298.879999999997|0.0|EUR|Sales Generated Lead - by AE/AM| |Operative even-keeled extranet
00609000002IuF4AAK|00109000005frzjAAA|New Business|00509000000V8fJAAS| | |2017-11-01|2018-01-19|Won|Marketing|12608.83|0.0|EUR| |Embedded Analytics for Software Companies|Face-to-face methodical matrices
00609000002IuPoAAK|00109000005fsX0AAI|New Business|00509000000WaMHAA0| | |2018-01-15|2016-12-13|Won|Marketing|16529.6|0.0|EUR|Marketing before 2021| |Adaptive human-resource project
00609000002Iv8lAAC|00109000005fsKeAAI|New Business|00509000000WaMpAAK| | |2017-02-08|2017-02-08|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Pre-emptive non-volatile application
00609000002IubOAAS|00109000005ftQJAAY|New Business|00509000000WaMpAAK| | |2017-03-27|2017-03-27|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Polarized methodical Graphic Interface
00609000002IuCJAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK| | |2017-07-17|2017-07-17|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |User-friendly full-range matrices
00609000002IuKLAA0|00109000005fsGlAAI|New Business|00509000000V8h0AAC| | |2016-03-09|2016-09-03|Won|Marketing|39311.3|0.0|EUR| | |Re-contextualized zero tolerance standardization
00609000002IuLQAA0|00109000005fsIwAAI|New Business|00509000000Wm9iAAC| | |2016-11-30|2017-01-12|Won|Marketing|36049.0|0.0|EUR|Marketing before 2021| |Exclusive content-based analyzer
00609000002IuEmAAK|00109000005fryWAAQ|New Business|00509000000V8f9AAC| | |2016-03-23|2016-03-23|Won|Marketing|0.0|0.0|EUR| | |Fundamental homogeneous software
00609000002Iv0tAAC|00109000005frv6AAA|New Business|00509000000WaMpAAK| | |2017-05-16|2017-05-16|Won|Marketing|0.0|0.0|EUR| | |Multi-layered value-added matrix
00609000002IupZAAS|00109000005fvDMAAY|New Business|00509000000V8fJAAS| | |2017-04-20|2017-03-23|Won|Marketing|34208.72|0.0|EUR| | |Multi-lateral web-enabled moratorium
00609000002IunmAAC|00109000005fuscAAA|New Business|00509000000V8fxAAC| | |2017-11-06|2017-11-06|Won|Marketing|39711.740000000005|0.0|EUR| | |Mandatory high-level time-frame
00609000002IukZAAS|00109000005fuJxAAI|New Business|00509000000WaKeAAK| | |2019-02-05|2019-02-05|Won|Marketing|0.0|0.0|EUR| | |Digitized tertiary task-force
00609000002IvAoAAK|00109000005fsavAAA|New Business|00509000000V8dTAAS| | |2019-03-14|2018-10-18|Won|Sales Generated|7952.17|0.0|EUR|Sales Generated Lead - by AE/AM| |Inverse actuating extranet
00609000002IuDrAAK|00109000005frwjAAA|New Business|00509000000WaLdAAK| | |2019-05-04|2019-05-04|Won|Marketing|609.11|0.0|EUR| | |Monitored executive throughput
00609000002Iv5pAAC|00109000005fsChAAI|New Business|00509000000WaMpAAK| | |2017-04-21|2017-04-21|Won|Marketing|0.0|0.0|EUR|Marketing before 2021| |Fundamental content-based toolset
00609000002IuE3AAK|00109000005frwqAAA|New Business|00509000000WaMpAAK| | |2017-04-25|2017-04-25|Won|Marketing|0.0|0.0|EUR| | |Cloned mobile flexibility
00609000002IuCFAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK| | |2017-07-10|2017-07-10|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Open-source bandwidth-monitored flexibility
00609000002IvMOAA0|00109000005ftZTAAY|New Business|00509000000V8f4AAC| | |2018-06-29|2018-05-21|Won|Marketing|0.0|0.0|EUR| | |Robust cohesive instruction set
00609000002IulvAAC|00109000005fuWSAAY|New Business|00509000000V8fsAAC| | |2019-09-17|2019-09-13|Won|Sales Generated|10344.35|0.0|EUR|Sales Generated Lead - by AE/AM| |Multi-lateral global instruction set
00609000002IuIdAAK|00109000005fsC8AAI|New Business|00509000000V8h0AAC| | |2018-02-23|2017-12-18|Won|Marketing|1598.8200000000002|0.0|EUR| | |Progressive directional extranet
00609000002IuI6AAK|00109000005fsBmAAI|New Business|00509000000V8gRAAS| | |2017-08-17|2018-07-17|Won|Marketing|42829.34|0.0|EUR| | |Optimized executive workforce
00609000002IvIvAAK|00109000005ftAfAAI|New Business|00509000000V8gMAAS| | |2017-12-19|2017-12-19|Won|Marketing|47999.04|0.0|EUR| | |Automated zero-defect algorithm
00609000002IuXgAAK|00109000005fsz6AAA|New Business|00509000000WaMpAAK| | |2017-04-25|2017-04-25|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Profound even-keeled alliance
00609000002Iv5VAAS|00109000005fsCTAAY|New Business|00509000000V8f9AAC| | |2017-09-18|2017-09-18|Won|Marketing|0.0|0.0|EUR| | |Multi-layered zero tolerance methodology
00609000002Iv5JAAS|00109000005fsBmAAI|New Business|00509000000V8gRAAS| | |2017-12-21|2017-10-27|Won|Marketing|117420.51000000001|0.0|EUR| | |Ameliorated bandwidth-monitored middleware
00609000002IuXzAAK|00109000005ft1hAAA|New Business|00509000000V8h0AAC| | |2017-05-30|2017-05-24|Won|Marketing|3286.15|0.0|EUR| | |Virtual demand-driven throughput
00609000002IvCRAA0|00109000005fshjAAA|New Business|00509000000V8fTAAS| | |2017-04-18|2017-02-07|Won|Marketing|24426.64|0.0|EUR| | |Focused static concept
00609000002IuPpAAK|00109000005fsX0AAI|New Business|00509000000WaMHAA0| | |2018-03-05|2017-11-03|Won|Marketing|0.0|0.0|EUR|Marketing before 2021| |De-engineered national time-frame
00609000002Iv9aAAC|00109000005fsNQAAY|New Business|00509000000V8f9AAC| | |2016-04-20|2016-04-20|Won|Marketing|0.0|0.0|EUR| | |Phased upward-trending core
00609000002IuEiAAK|00109000005fryGAAQ|New Business|00509000000WaMpAAK| | |2017-05-31|2017-05-31|Won|Marketing|0.0|0.0|EUR|Marketing before 2021| |Up-sized 4thgeneration extranet
00609000002IuKlAAK|00109000005fsHCAAY|New Business|00509000000V8f9AAC| | |2017-12-11|2017-12-11|Won|Marketing|0.0|0.0|EUR| | |Stand-alone analyzing Internet solution
00609000002IuWgAAK|00109000005fsvYAAQ|New Business|00509000000WaMpAAK| | |2017-03-28|2018-09-20|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Fully-configurable fault-tolerant portal
00609000002IuI4AAK|00109000005fsBmAAI|New Business|00509000000V8gRAAS| | |2018-08-27|2018-06-29|Won|Marketing|27326.3|0.0|EUR| | |User-friendly asymmetric data-warehouse
00609000002IvAcAAK|00109000005fsYyAAI|New Business|00509000000V8gMAAS| | |2018-03-23|2018-01-31|Won|Marketing|14435.25|0.0|EUR| | |Configurable clear-thinking task-force
00609000002Iv6pAAC|00109000005fsFoAAI|New Business|00509000000V8gCAAS| | |2018-11-01|2018-05-29|Won|Sales Generated|25229.09|0.0|EUR|Sales Generated Lead - by AE/AM| |Phased bottom-line infrastructure
00609000002IuLTAA0|00109000005fsIwAAI|New Business|00509000000Wm9iAAC| | |2017-10-01|2017-11-09|Won|Marketing|15764.130000000001|0.0|EUR|Marketing before 2021| |Focused interactive functionalities
00609000002IuopAAC|00109000005fv3CAAQ|New Business|00509000000V8fnAAC| | |2019-10-11|2019-10-01|Won|Marketing|3948.09|0.0|EUR|Marketing before 2021| |Optimized cohesive interface
00609000002IvCzAAK|00109000005fsjiAAA|New Business|00509000000V8h0AAC| | |2016-05-01|2016-09-03|Won|Marketing|14958.5|0.0|EUR| | |Stand-alone exuding benchmark
00609000002IuC3AAK|00109000005frtwAAA|New Business|00509000000V8fTAAS| | |2017-04-26|2016-11-21|Won|Marketing|12060.35|0.0|EUR| | |Front-line logistical data-warehouse
00609000002IvQdAAK|00109000005fufBAAQ|New Business|00509000000WaKUAA0| | |2018-09-07|2018-07-03|Won|Marketing|0.0|0.0|EUR| | |Seamless modular interface
00609000002IvS8AAK|00109000005fvDMAAY|Upsell|00509000000V8fEAAS| | |2019-04-01|2019-04-01|Won|Marketing|9315.57|0.0|EUR|Marketing before 2021| |Digitized exuding hardware
00609000002IuajAAC|00109000005ftHvAAI|New Business|00509000000Wm9iAAC| | |2017-12-01|2017-10-31|Won|Marketing|18278.73|0.0|EUR| | |User-centric actuating approach
00609000002IvKWAA0|00109000005ftJcAAI|New Business|00509000000V8g2AAC| | |2018-08-27|2018-11-08|Won|Marketing|2916.07|0.0|EUR|Marketing before 2021| |Self-enabling composite neural-net
00609000002IvPDAA0|00109000005fu8YAAQ|New Business|00509000000V8gMAAS| | |2019-04-01|2019-04-15|Won|Marketing|8435.32|0.0|EUR|Others Marketing| |Adaptive neutral approach
00609000002IuurAAC|00109000005fyIwAAI|New Business|00509000000V8euAAC| | |2020-08-11|2020-06-18|Won|Sales Generated|21862.14|0.0|EUR|Sales Generated Lead - by AE/AM|Embedded Analytics for Software Companies|Cross-platform multi-tasking intranet
00609000002IuIqAAK|00109000005fsCFAAY|New Business|00509000000V8h0AAC| | |2016-06-07|2016-06-08|Won|Sales Generated|21634.67|0.0|EUR|Sales Generated Lead - by AE/AM|Embedded Analytics for Software Companies|Devolved methodical groupware
00609000002IufKAAS|00109000005ftr5AAA|New Business|00509000000Wm9iAAC| | |2017-12-01|2017-05-17|Won|Marketing|39788.49|0.0|EUR|Marketing before 2021| |Fully-configurable national function
00609000002IvJUAA0|00109000005ftDRAAY|New Business|00509000000V8f9AAC| | |2016-09-19|2016-09-19|Won|Marketing|0.0|0.0|EUR|Marketing before 2021| |Diverse web-enabled website
00609000002IvQQAA0|00109000005fufBAAQ|New Business|00509000000WaMpAAK| | |2017-07-04|2017-07-04|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Expanded directional architecture
00609000002IuCMAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK| | |2017-07-27|2017-07-27|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Implemented background firmware
00609000002IuRcAAK|00109000005fshdAAA|New Business|00509000000V8dTAAS| | |2018-10-09|2018-10-09|Won|Sales Generated|16216.14|0.0|EUR|Sales Generated Lead - by AE/AM| |Expanded object-oriented archive
00609000002IufeAAC|00109000005ftr5AAA|New Business|00509000000V8fTAAS| | |2018-10-31|2018-12-21|Won|Marketing|28831.98|0.0|EUR| | |Reverse-engineered dynamic capability
00609000002IuCTAA0|00109000005frtwAAA|New Business|00509000000V8fTAAS| | |2017-12-15|2017-12-04|Won|Marketing|18184.059999999998|0.0|EUR| | |Mandatory zero-defect encryption
00609000002IvUfAAK|00109000005fwtHAAQ|New Business|00509000000V8e1AAC| | |2020-12-01|2020-04-29|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Re-engineered solution-oriented approach
00609000002IvD1AAK|00109000005fsjiAAA|New Business|00509000000V8h0AAC| | |2016-12-31|2016-09-12|Won|Marketing|44590.990000000005|0.0|EUR| | |Decentralized bifurcated function
00609000002Iv3wAAC|00109000005fs6VAAQ|New Business|00509000000Wm9iAAC| | |2016-05-05|2016-05-05|Won|Marketing|35021.05|0.0|EUR| | |Extended needs-based adapter
00609000002IuPGAA0|00109000005fsUGAAY|New Business|00509000000V8gMAAS| | |2018-10-08|2018-10-15|Won|Sales Generated|21870.010000000002|0.0|EUR|Sales Generated Lead - by AE/AM| |Fundamental exuding portal
00609000002IuYsAAK|00109000005ft7mAAA|New Business|00509000000V8fdAAC| | |2018-11-27|2018-10-03|Won|Sales Generated|50260.259999999995|0.0|EUR|Sales Generated Lead - by AE/AM| |Advanced local support
00609000002IuNIAA0|00109000005fsPnAAI|New Business|00509000000V8ezAAC| | |2017-10-15|2018-01-10|Won|Marketing|3947.48|0.0|EUR| | |Pre-emptive homogeneous emulation
00609000002IufZAAS|00109000005ftr5AAA|New Business|00509000000V8fTAAS| | |2018-08-29|2018-07-25|Won|Marketing|117839.81|0.0|EUR| | |De-engineered 24/7 firmware
00609000002IuTYAA0|00109000005fsnpAAA|New Business|00509000000V8g2AAC| | |2018-08-27|2018-08-27|Won|Marketing|2729.4|0.0|EUR|Marketing before 2021| |Multi-lateral zero administration neural-net
00609000002IuJNAA0|00109000005fsCOAAY|New Business|00509000000V8h0AAC| | |2017-01-01|2016-09-19|Won|Marketing|31618.39|0.0|EUR| | |Optimized high-level circuit
00609000002IuT8AAK|00109000005fsktAAA|New Business|00509000000V8fTAAS| | |2018-12-02|2018-11-20|Won|Marketing|5480.67|0.0|EUR|Marketing before 2021| |Configurable tangible hierarchy
00609000002Iv32AAC|00109000005fs1hAAA|New Business|00509000000V8f9AAC| | |2017-12-11|2017-12-11|Won|Sales Generated|0.0|0.0|EUR|Sales Generated Lead - by AE/AM| |Open-architected motivating infrastructure
00609000002IvSJAA0|00109000005fvDMAAY|Cross sell|00509000000V8fEAAS| | |2019-12-16|2019-12-16|Won|Sales Generated|48533.5|0.0|EUR|Sales Generated Lead - by AE/AM| |Open-architected bottom-line model
00609000002Iv5GAAS|00109000005fsBmAAI|New Business|00509000000V8gRAAS| | |2018-09-18|2017-07-21|Won|Marketing|23065.91|0.0|EUR| | |Implemented interactive alliance
00609000002Iuj3AAC|00109000005fu65AAA|New Business|00509000000V8fJAAS| | |2016-06-02|2017-11-02|Won|Marketing|0.0|0.0|EUR| | |Integrated intermediate encoding
00609000002IuJZAA0|00109000005fsFrAAI|New Business|00509000000V8fJAAS| | |2016-12-06|2020-10-09|Won|Marketing|53981.479999999996|0.0|EUR| | |Organized foreground migration
00609000002IvBuAAK|00109000005fshdAAA|New Business|00509000000V8dTAAS| | |2019-03-15|2019-02-19|Won|Sales Generated|32918.229999999996|0.0|EUR|Sales Generated Lead - by AE/AM| |Pre-emptive holistic forecast
00609000002IvKvAAK|00109000005ftKXAAY|New Business|00509000000Wm9iAAC| | |2019-06-12|2019-06-12|Won|Marketing|16022.5|0.0|EUR| | |Operative motivating methodology
00609000002IuPLAA0|00109000005fsUGAAY|New Business|00509000000V8eLAAS| | |2019-06-10|2019-03-17|Won|Marketing|26871.52|0.0|EUR| | |Reduced bifurcated paradigm
00609000002Iv1sAAC|00109000005frvfAAA|New Business|00509000000Wm9iAAC| | |2017-11-01|2017-11-02|Won|Marketing|17859.56|0.0|EUR| | |Organic needs-based extranet
