id|accountid|type|ownerid|deal_license_activation_start_date__c|deal_license_activation_end_date__c|closedate|createddate|opportunity_stage_status__c|leadsource_category__c|deal_total_non_recurring__c|deal_total_recurring__c|currencyisocode|LeadSource|Deal_use_case__c|name
00609000002IuWrAAK|00109000005fsyIAAQ|New Business|00509000000V8fJAAS|||2019-01-10|2017-05-30|Lost|Other|0.0|0.0|EUR| | |Realigned methodical help-desk
00609000002Iv7cAAC|00109000005fsIIAAY|New Business|00509000000V8fJAAS|||2017-08-23|2017-05-03|Lost|Other|10250.41|0.0|EUR| | |Re-engineered disintermediate website
00609000002IuUGAA0|00109000005fsoIAAQ|New Business|00509000000V8fdAAC|||2019-01-11|2017-05-04|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Ameliorated incremental Internet solution
00609000002IvEXAA0|00109000005fsnJAAQ|New Business|00509000000V8fxAAC|||2017-06-13|2017-05-30|Lost|Other|0.0|0.0|EUR| | |Stand-alone local functionalities
00609000002IuWxAAK|00109000005fsyKAAQ|New Business|00509000000WaMpAAK|||2017-05-30|2017-05-30|Won|Other|0.0|0.0|EUR| | |Upgradable asymmetric workforce
00609000002IuWzAAK|00109000005fsyMAAQ|New Business|00509000000WaMpAAK|||2017-05-30|2017-05-30|Won|Other|0.0|0.0|EUR| | |Devolved systemic algorithm
00609000002IuKZAA0|00109000005fsH8AAI|New Business|00509000000V8fYAAS|||2019-01-14|2017-05-23|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Automated context-sensitive strategy
00609000002Iv6kAAC|00109000005fsFoAAI|New Business|00509000000V8fJAAS|||2017-08-23|2017-05-04|Lost|Other|0.0|0.0|EUR| | |Assimilated next generation portal
00609000002IuVSAA0|00109000005fssGAAQ|New Business|00509000000Wm9iAAC|||2017-10-03|2017-05-11|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Intuitive modular intranet
00609000002IuMbAAK|00109000005fsKYAAY|New Business|00509000000V8fJAAS|||2019-01-10|2017-05-09|Lost|Other|0.0|0.0|EUR| | |Multi-lateral grid-enabled ability
00609000002Iv0tAAC|00109000005frv6AAA|New Business|00509000000WaMpAAK|||2017-05-16|2017-05-16|Won|Other|0.0|0.0|EUR| | |Automated intangible function
00609000002IuepAAC|00109000005ftqcAAA|New Business|00509000000V8fJAAS|||2017-08-23|2017-05-03|Lost|Other|17399.05|0.0|EUR| | |Triple-buffered system-worthy orchestration
00609000002IuJeAAK|00109000005fsFrAAI|New Business|00509000000V8fJAAS|||2017-09-20|2017-05-05|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Proactive responsive conglomeration
00609000002IuHjAAK|00109000005fs5xAAA|New Business|00509000000WaMpAAK|||2017-05-11|2017-05-11|Won|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Grass-roots incremental adapter
00609000002IuX2AAK|00109000005fsyOAAQ|New Business|00509000000V8fxAAC|||2017-06-06|2017-05-30|Lost|Other|0.0|0.0|EUR| | |Organized mobile adapter
00609000002IumuAAC|00109000005fuoBAAQ|New Business|00509000000V8fJAAS|||2017-12-30|2017-05-04|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Profound needs-based encryption
00609000002IuDiAAK|00109000005frwZAAQ|New Business|00509000000V8fxAAC|||2019-01-10|2017-05-24|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Multi-channeled high-level time-frame
00609000002IuWyAAK|00109000005fsyLAAQ|New Business|00509000000WaMpAAK|||2017-05-30|2017-05-30|Won|Other|0.0|0.0|EUR| | |Re-contextualized systematic pricing structure
00609000002IuRLAA0|00109000005fshdAAA|New Business|00509000000WaMpAAK|||2017-05-30|2017-05-30|Won|Other|0.0|0.0|EUR| | |Integrated uniform knowledge user
00609000002Iv1nAAC|00109000005frvfAAA|New Business|00509000000V8fxAAC|||2017-06-08|2017-05-26|Lost|Other|0.0|0.0|EUR| | |Managed non-volatile application
00609000002IvRfAAK|00109000005funjAAA|New Business|00509000000V8dTAAS|||2018-06-01|2017-05-22|Lost|Marketing|63652.270000000004|0.0|EUR|Do not use - Marketing before 2021| |Quality-focused national contingency
00609000002IuJSAA0|00109000005fsCOAAY|New Business|00509000000V8fYAAS|||2019-01-14|2017-05-17|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Sharable actuating alliance
00609000002IvEyAAK|00109000005fsnSAAQ|New Business|00509000000Wm9iAAC|2016-07-01|2019-06-30|2017-08-04|2017-05-10|Lost|Other|52074.56|62437.24|EUR| | |Public-key modular instruction set
00609000002IufKAAS|00109000005ftr5AAA|New Business|00509000000Wm9iAAC|2017-12-01|2017-12-31|2017-12-01|2017-05-17|Won|Marketing|42924.020000000004|0.0|EUR|Do not use - Marketing before 2021|No specific Use Case yet|Multi-lateral radical algorithm
00609000002Iv6KAAS|00109000005fsFJAAY|New Business|00509000000V8gMAAS|||2017-10-02|2017-06-29|Lost|Other|0.0|0.0|EUR| | |Innovative encompassing software
00609000002IunwAAC|00109000005fushAAA|New Business|00509000000V8fTAAS|||2017-10-27|2017-06-19|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Polarized 5thgeneration functionalities
00609000002IuNLAA0|00109000005fsQ5AAI|New Business|00509000000V8gMAAS|||2017-09-25|2017-06-28|Lost|Other|0.0|0.0|EUR| | |Extended multi-state instruction set
00609000002IuKRAA0|00109000005fsGlAAI|New Business|00509000000V8fxAAC|||2017-10-09|2017-06-19|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Monitored maximized collaboration
00609000002Iv5SAAS|00109000005fsCTAAY|New Business|00509000000V8fTAAS|||2017-08-23|2017-06-19|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Proactive bandwidth-monitored website
00609000002IvP1AAK|00109000005fu8YAAQ|New Business|00509000000V8fxAAC|||2017-11-07|2017-06-26|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Down-sized bi-directional toolset
00609000002IuIzAAK|00109000005fsCHAAY|New Business|00509000000V8h0AAC|||2017-06-11|2017-06-07|Won|Marketing|11729.36|0.0|EUR|Do not use - Marketing before 2021|No specific Use Case yet|Multi-lateral neutral migration
00609000002IuP0AAK|00109000005fsUAAAY|New Business|00509000000Wm9iAAC|||2017-07-24|2017-06-13|Lost|Other|0.0|0.0|EUR| | |Phased empowering functionalities
00609000002IvQLAA0|00109000005fufBAAQ|New Business|00509000000V8fxAAC|||2017-07-04|2017-06-20|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Exclusive executive throughput
00609000002IvAIAA0|00109000005fsXwAAI|New Business|00509000000WaMpAAK|||2017-06-26|2017-06-26|Won|Other|0.0|0.0|EUR| | |Reverse-engineered static attitude
00609000002Iu8YAAS|00109000005fx51AAA|New Business|00509000000V8gMAAS|||2021-04-27|2017-06-08|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021|Executive Analytics Dashboard|Multi-lateral systemic challenge
00609000002IuCCAA0|00109000005frtwAAA|New Business|00509000000V8f9AAC|||2017-11-14|2017-06-20|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Front-line secondary core
00609000002IuWqAAK|00109000005fsyHAAQ|New Business|00509000000WaMHAA0|||2017-10-06|2017-06-12|Lost|Marketing|33240.49|0.0|EUR|Do not use - Marketing before 2021| |Adaptive zero tolerance open system
00609000002IuM4AAK|00109000005fsJSAAY|New Business|00509000000V8fxAAC|||2017-06-28|2017-06-06|Lost|Other|0.0|0.0|EUR| | |Multi-channeled web-enabled complexity
00609000002IvQNAA0|00109000005fufBAAQ|New Business|00509000000WaKaAAK|||2017-07-05|2017-06-29|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Proactive mission-critical success
00609000002IvM7AAK|00109000005ftYeAAI|New Business|00509000000V8fJAAS|||2019-01-10|2017-06-27|Lost|Other|0.0|0.0|EUR| | |Reduced multi-tasking productivity
00609000002IuX8AAK|00109000005fsyeAAA|New Business|00509000000WaMpAAK|||2017-06-06|2017-06-06|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Quality-focused 4thgeneration emulation
00609000002IumcAAC|00109000005funvAAA|New Business|00509000000WaQSAA0|||2018-12-19|2017-06-26|Lost|Other|0.0|0.0|EUR| | |Progressive even-keeled groupware
00609000002IuGjAAK|00109000005fs32AAA|New Business|00509000000WaMpAAK|||2017-06-09|2017-06-09|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Realigned clear-thinking open architecture
00609000002IuNjAAK|00109000005fsR4AAI|New Business|00509000000WaMpAAK|||2017-06-26|2017-06-26|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Advanced full-range moderator
00609000002IuKSAA0|00109000005fsGlAAI|New Business|00509000000V8fxAAC|||2017-07-17|2017-06-22|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Advanced grid-enabled project
00609000002IueqAAC|00109000005ftqcAAA|New Business|00509000000V8fsAAC|||2019-07-25|2017-06-06|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Reactive secondary instruction set
00609000002IvJSAA0|00109000005ftDIAAY|New Business|00509000000V8fJAAS|||2019-01-10|2017-06-06|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Digitized multi-tasking middleware
00609000002IuMWAA0|00109000005fsKQAAY|New Business|00509000000WaMpAAK|||2017-06-02|2017-06-02|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Seamless systematic encryption
00609000002IufuAAC|00109000005ftsiAAA|New Business|00509000000V8fxAAC|||2017-06-26|2017-06-01|Lost|Other|0.0|0.0|EUR| | |Profound multi-tasking Local Area Network
00609000002Iv9sAAC|00109000005fsNwAAI|New Business|00509000000V8fJAAS|||2017-06-28|2017-06-27|Lost|Other|58749.28|0.0|EUR| | |Realigned actuating monitoring
00609000002IvE7AAK|00109000005fsmrAAA|New Business|00509000000WaMHAA0|||2019-01-11|2017-06-07|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Public-key next generation interface
00609000002IuNCAA0|00109000005fsPAAAY|New Business|00509000000V8h0AAC|||2019-01-28|2017-06-26|Lost|Other|7104.71|0.0|EUR| | |Multi-layered bifurcated strategy
00609000002Iv4lAAC|00109000005fsA0AAI|New Business|00509000000V8fxAAC|||2017-06-13|2017-06-09|Lost|Other|0.0|0.0|EUR| | |Sharable analyzing strategy
00609000002IuCBAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK|||2017-05-30|2017-06-19|Won|Marketing|0.0|0.0|EUR|Do not use - Other Marketing| |Persevering impactful conglomeration
00609000002IvAHAA0|00109000005fsXwAAI|New Business|00509000000V8fJAAS|||2017-07-24|2017-06-26|Lost|Other|0.0|0.0|EUR| | |Business-focused bi-directional Graphic Interface
00609000002IuSyAAK|00109000005fskrAAA|New Business|00509000000V8gRAAS|||2018-12-13|2017-06-20|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Cloned tertiary customer loyalty
00609000002Iv1iAAC|00109000005frvfAAA|New Business|00509000000V8fTAAS|||2018-03-22|2017-06-25|Lost|Other|64063.06|0.0|EUR| | |Front-line eco-centric projection
00609000002IuMeAAK|00109000005fsKdAAI|New Business|00509000000V8fTAAS|||2018-10-31|2017-06-21|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Persistent real-time pricing structure
00609000002IuGiAAK|00109000005fs32AAA|New Business|00509000000V8fJAAS|||2018-04-25|2017-06-09|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Re-engineered object-oriented flexibility
00609000002IuX7AAK|00109000005fsyeAAA|New Business|00509000000V8gMAAS|||2017-06-20|2017-06-06|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Down-sized eco-centric challenge
00609000002IvP2AAK|00109000005fu8YAAQ|New Business|00509000000WaMpAAK|||2017-06-26|2017-06-26|Won|Other|0.0|0.0|EUR| | |Compatible context-sensitive application
00609000002Iv9JAAS|00109000005fsLIAAY|New Business|00509000000V8fTAAS|||2018-04-25|2017-06-28|Lost|Other|0.0|0.0|EUR| | |Object-based 24/7 process improvement
00609000002IvMWAA0|00109000005ftZaAAI|New Business|00509000000V8gMAAS|||2017-07-25|2017-06-30|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Exclusive system-worthy workforce
00609000002Iv7UAAS|00109000005fsIFAAY|New Business|00509000000WaMpAAK|||2017-06-15|2017-06-15|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Profit-focused tangible open architecture
00609000002IvM8AAK|00109000005ftYfAAI|New Business|00509000000V8fYAAS|||2019-01-14|2017-06-27|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Grass-roots intermediate matrix
00609000002IuIGAA0|00109000005fsBnAAI|New Business|00509000000V8fYAAS|||2019-01-14|2017-06-30|Lost|Other|0.0|0.0|EUR| | |Mandatory zero-defect attitude
00609000002Iv6xAAC|00109000005fsHLAAY|New Business|00509000000WaMpAAK|||2017-06-13|2017-06-13|Won|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Operative holistic customer loyalty
00609000002IvLtAAK|00109000005ftYRAAY|New Business|00509000000V8fJAAS|||2017-07-17|2017-06-28|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Customer-focused analyzing forecast
00609000002IuUJAA0|00109000005fsoIAAQ|New Business|00509000000V8fJAAS|||2018-04-25|2017-06-26|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Adaptive mobile methodology
00609000002IuRGAA0|00109000005fshdAAA|New Business|00509000000V8dTAAS|||2019-01-04|2017-06-19|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Networked foreground service-desk
00609000002Iv7nAAC|00109000005fsIQAAY|New Business|00509000000V8gMAAS|||2017-07-31|2017-06-27|Lost|Other|0.0|0.0|EUR| | |Managed client-server model
00609000002IuMfAAK|00109000005fsKdAAI|New Business|00509000000V8fxAAC|||2017-09-15|2017-06-22|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Grass-roots systematic flexibility
00609000002IvQKAA0|00109000005fufBAAQ|New Business|00509000000V8dTAAS|||2020-02-26|2017-06-01|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Mandatory regional capacity
00609000002Iv7tAAC|00109000005fsJtAAI|New Business|00509000000V8h0AAC|||2018-01-18|2017-06-07|Won|Other|0.0|0.0|EUR| | |Multi-layered bifurcated emulation
00609000002Iv2wAAC|00109000005fs1cAAA|New Business|00509000000V8fTAAS|||2017-07-27|2017-06-01|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Customizable regional implementation
00609000002IvLzAAK|00109000005ftYXAAY|New Business|00509000000V8fxAAC|2017-07-17|2017-10-17|2017-09-05|2017-06-25|Lost|Other|70717.88|4715.26|EUR| | |Cross-group object-oriented throughput
00609000002IuMVAA0|00109000005fsKQAAY|New Business|00509000000V8fxAAC|2017-07-03|2017-10-02|2017-09-06|2017-06-15|Lost|Sales/CSM|72113.02|14224.7|EUR|Sales Generated Lead - AE, CSM, SDR| |Fully-configurable coherent architecture
00609000002Iv91AAC|00109000005fsKvAAI|New Business|00509000000V8fdAAC|||2019-02-08|2017-07-31|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Front-line 6thgeneration monitoring
00609000002IuCIAA0|00109000005frtwAAA|New Business|00509000000V8fTAAS|||2017-10-23|2017-07-17|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Organic optimal firmware
00609000002IuCJAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK|||2017-07-17|2017-07-17|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Robust 3rdgeneration capacity
00609000002IuCEAA0|00109000005frtwAAA|New Business|00509000000V8fYAAS|||2018-01-09|2017-07-10|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |User-friendly intermediate hierarchy
00609000002IumdAAC|00109000005funvAAA|New Business|00509000000V8fsAAC|||2019-01-22|2017-07-05|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Fundamental methodical approach
00609000002Iuj2AAC|00109000005fu65AAA|New Business|00509000000V8fxAAC|||2017-09-15|2017-07-20|Lost|Other|0.0|0.0|EUR| | |Versatile uniform task-force
00609000002IuCFAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK|||2017-07-10|2017-07-10|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Quality-focused zero tolerance synergy
00609000002IuNkAAK|00109000005fsR4AAI|New Business|00509000000V8gMAAS|||2018-09-05|2017-07-31|Lost|Sales/CSM|31053.29|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Expanded 24hour neural-net
00609000002IvP6AAK|00109000005fu8YAAQ|New Business|00509000000WaMpAAK|||2017-07-25|2017-07-25|Won|Other|0.0|0.0|EUR| | |Optimized tertiary Graphical User Interface
00609000002IvExAAK|00109000005fsnRAAQ|New Business|00509000000Wm9iAAC|||2019-01-11|2017-07-07|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Configurable bi-directional framework
00609000002IuIgAAK|00109000005fsCAAAY|New Business|00509000000V8fxAAC|||2017-11-06|2017-07-04|Lost|Other|0.0|0.0|EUR| | |Down-sized local knowledgebase
00609000002IumZAAS|00109000005fufBAAQ|New Business|00509000000V8fxAAC|||2017-08-18|2017-07-18|Lost|Other|0.0|0.0|EUR| | |Front-line real-time application
00609000002IvP4AAK|00109000005fu8YAAQ|New Business|00509000000WaMpAAK|||2017-07-07|2017-07-07|Won|Other|0.0|0.0|EUR| | |Synergized user-facing interface
00609000002IugOAAS|00109000005ftybAAA|New Business|00509000000V8fxAAC|||2017-11-03|2017-07-20|Lost|Other|88548.56|0.0|EUR| | |Networked secondary adapter
00609000002IvFSAA0|00109000005fspiAAA|New Business|00509000000WaMHAA0|||2017-07-17|2017-07-17|Won|Other|0.0|0.0|EUR| |No specific Use Case yet|Monitored multi-tasking functionalities
00609000002IugPAAS|00109000005ftybAAA|New Business|00509000000V8fxAAC|||2017-07-13|2017-07-07|Lost|Other|0.0|0.0|EUR| | |Multi-lateral encompassing budgetary management
00609000002IvQQAA0|00109000005fufBAAQ|New Business|00509000000WaMpAAK|||2017-07-04|2017-07-04|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Re-contextualized interactive system engine
00609000002IvQMAA0|00109000005fufBAAQ|New Business|00509000000WaKaAAK|||2017-07-25|2017-07-18|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Programmable hybrid knowledgebase
00609000002Iv5GAAS|00109000005fsBmAAI|New Business|00509000000V8gRAAS|||2018-09-18|2017-07-21|Won|Other|31923.8|0.0|EUR| | |Implemented full-range monitoring
00609000002IvLjAAK|00109000005ftYMAAY|New Business|00509000000V8fxAAC|||2017-09-15|2017-07-18|Lost|Other|0.0|0.0|EUR| | |Secured client-server contingency
00609000002IuUEAA0|00109000005fsoIAAQ|New Business|00509000000WaPyAAK|||2019-02-25|2017-07-21|Lost|Other|7934.15|0.0|EUR| | |Upgradable heuristic solution
00609000002IuCHAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK|||2017-07-11|2017-07-11|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Monitored content-based customer loyalty
00609000002IuGtAAK|00109000005fs3EAAQ|New Business|00509000000V8fxAAC|||2017-07-17|2017-07-07|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Profit-focused exuding service-desk
00609000002IvAKAA0|00109000005fsY0AAI|New Business|00509000000WaPyAAK|||2018-10-15|2017-07-25|Lost|Other|0.0|0.0|EUR| | |Mandatory well-modulated benchmark
00609000002IvOzAAK|00109000005fu8YAAQ|New Business|00509000000V8eLAAS|||2019-07-08|2017-07-19|Lost|Marketing|74009.37|0.0|EUR|Do not use - Marketing before 2021| |Multi-channeled 24/7 knowledgebase
00609000002IubMAAS|00109000005ftQIAAY|New Business|00509000000V8fxAAC|||2017-09-27|2017-07-02|Lost|Other|0.0|0.0|EUR| | |User-friendly interactive productivity
00609000002IvGEAA0|00109000005fsqXAAQ|New Business|00509000000V8fJAAS|||2019-01-10|2017-07-18|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Multi-lateral real-time customer loyalty
00609000002IvAFAA0|00109000005fsXmAAI|New Business|00509000000V8fxAAC|||2017-08-18|2017-07-17|Lost|Other|0.0|0.0|EUR| | |Team-oriented eco-centric circuit
00609000002IvP3AAK|00109000005fu8YAAQ|New Business|00509000000V8fxAAC|||2017-07-27|2017-07-07|Lost|Other|0.0|0.0|EUR| | |Future-proofed multimedia framework
00609000002Iuj1AAC|00109000005fu65AAA|New Business|00509000000V8fTAAS|||2017-09-11|2017-07-12|Lost|Marketing|137.07|0.0|EUR|Do not use - Marketing before 2021| |Horizontal tertiary paradigm
00609000002IuCMAA0|00109000005frtwAAA|New Business|00509000000WaMpAAK|||2017-07-27|2017-07-27|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Multi-channeled attitude-oriented synergy
00609000002IupeAAC|00109000005fvDMAAY|New Business|00509000000V8gRAAS|||2019-02-15|2017-07-25|Lost|Other|0.0|0.0|EUR| | |Horizontal 24/7 functionalities
00609000002IuWtAAK|00109000005fsyJAAQ|New Business|00509000000V8fJAAS|||2018-12-18|2017-07-24|Lost|Other|0.0|0.0|EUR| | |User-friendly coherent service-desk
00609000002IuWwAAK|00109000005fsyKAAQ|New Business|00509000000V8gHAAS|||2019-04-30|2017-07-24|Lost|Other|18186.94|0.0|EUR| | |Re-engineered holistic concept
00609000002IvMmAAK|00109000005fta3AAA|New Business|00509000000V8fTAAS|||2017-07-31|2017-07-12|Lost|Other|75646.3|0.0|EUR| | |Down-sized client-server benchmark
00609000002IvAGAA0|00109000005fsXnAAI|New Business|00509000000V8fxAAC|||2017-07-24|2017-07-17|Lost|Other|0.0|0.0|EUR| | |Cross-platform global workforce
00609000002IucEAAS|00109000005ftSzAAI|New Business|00509000000V8fxAAC|||2017-09-15|2017-07-05|Lost|Other|0.0|0.0|EUR| | |Open-architected systematic framework
00609000002IvLvAAK|00109000005ftYUAAY|New Business|00509000000V8gMAAS|||2017-09-01|2017-07-03|Won|Marketing|3637.5|0.0|EUR|Do not use - Marketing before 2021| |Organic even-keeled array
00609000002IufMAAS|00109000005ftr5AAA|New Business|00509000000V8fTAAS|||2018-05-15|2017-07-20|Lost|Other|0.0|0.0|EUR| | |Grass-roots 3rdgeneration intranet
00609000002IuQ0AAK|00109000005fsXbAAI|New Business|00509000000V8eGAAS|||2019-08-27|2017-07-10|Lost|Marketing|0.0|0.0|EUR|Do not use - Other Marketing| |Advanced analyzing software
00609000002Iv9VAAS|00109000005fsN6AAI|New Business|00509000000V8fJAAS|||2019-01-10|2017-07-24|Lost|Other|0.0|0.0|EUR| | |Centralized bandwidth-monitored parallelism
00609000002IvQTAA0|00109000005fufBAAQ|New Business|00509000000V8fxAAC|||2017-09-27|2017-07-06|Lost|Alliances|0.0|0.0|EUR|Partner Sourced - Alliances|Embedded Analytics for Software Companies|Function-based reciprocal algorithm
00609000002Iv38AAC|00109000005fs1pAAA|New Business|00509000000V8gMAAS|||2019-01-10|2017-07-03|Lost|Other|0.0|0.0|EUR| | |Triple-buffered leadingedge productivity
00609000002IuD1AAK|00109000005frufAAA|New Business|00509000000V8gMAAS|||2017-07-10|2017-07-20|Won|Other|21564.33|0.0|EUR| | |Profound asymmetric process improvement
00609000002IvQSAA0|00109000005fufBAAQ|New Business|00509000000WaKaAAK|||2017-07-04|2017-07-04|Won|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Front-line user-facing extranet
00609000002IvP5AAK|00109000005fu8YAAQ|New Business|00509000000V8fxAAC|||2017-09-29|2017-07-25|Lost|Other|0.0|0.0|EUR| | |Grass-roots leadingedge core
00609000002Iv7KAAS|00109000005fsHsAAI|New Business|00509000000V8dTAAS|||2019-01-20|2017-07-02|Lost|Marketing|0.0|0.0|EUR|Do not use - Marketing before 2021| |Mandatory bifurcated open architecture
00609000002Iv2CAAS|00109000005fs1CAAQ|New Business|00509000000V8gMAAS|||2018-02-06|2017-07-24|Lost|Sales/CSM|44270.729999999996|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Secured bottom-line Graphic Interface
00609000002IuFVAA0|00109000005fs0PAAQ|Renew|00509000000V8h0AAC|2017-01-01|2017-12-31|2016-01-19|2017-07-13|Won|Marketing|0.0|40735.72|EUR|Do not use - Marketing before 2021| |Public-key solution-oriented open system
00609000002Iv1oAAC|00109000005frvfAAA|New Business|00509000000V8fTAAS|2017-07-18|2018-07-17|2017-06-30|2017-07-04|Won|Other|67244.55|50490.64|EUR| |No specific Use Case yet|Organized cohesive circuit
00609000002IvMBAA0|00109000005ftYrAAI|New Business|00509000000V8gMAAS|2017-09-29|2017-09-30|2017-08-01|2017-07-03|Lost|Other|37616.259999999995|0.0|EUR| | |Persevering national moratorium
00609000002IuXvAAK|00109000005ft0GAAQ|New Business|00509000000V8fxAAC|2017-09-01|2018-01-31|2017-09-12|2017-07-19|Lost|Other|61153.15|64255.7|EUR| | |Ergonomic actuating secured line
00609000002Iv4OAAS|00109000005fs7NAAQ|New Business|00509000000V8gMAAS|2017-09-29||2018-04-18|2017-07-03|Lost|Marketing|51501.95|0.0|EUR|Do not use - Marketing before 2021| |Devolved attitude-oriented structure
00609000002Iv8XAAS|00109000005fsIhAAI|New Business|00509000000Wm9iAAC|2017-12-01|2018-11-30|2017-12-08|2017-07-05|Won|Other|19352.79|61483.270000000004|EUR| |No specific Use Case yet|Balanced static synergy
00609000002IvQJAA0|00109000005fufBAAQ|New Business|00509000000V8gRAAS|2018-01-08|2021-01-07|2018-12-13|2017-07-27|Lost|Sales/CSM|59845.04|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Profit-focused 6thgeneration structure
00609000002IvNuAAK|00109000005ftk0AAA|New Business|00509000000WaPyAAK|2018-05-01|2019-10-31|2018-05-02|2017-07-24|Won|Sales/CSM|88628.23|81245.27|EUR|Sales Generated Lead - AE, CSM, SDR|No specific Use Case yet|Multi-channeled composite parallelism
00609000002IvNSAA0|00109000005ftjDAAQ|New Business|00509000000Wm9iAAC|2019-01-01|2019-12-31|2019-01-01|2017-07-10|Won|Other|15190.26|8147.08|EUR| |No specific Use Case yet|De-engineered needs-based initiative
00609000002IuNRAA0|00109000005fsQAAAY|New Business|00509000000V8fxAAC|||2017-11-06|2017-08-25|Lost|Sales/CSM|0.0|0.0|EUR|Sales Generated Lead - AE, CSM, SDR| |Diverse impactful model
